,60,100,140,200
0,0.13161080012058607,0.16240780457101514,0.11602910731998853,0.10727449773216854
1,0.09345473107802557,0.07692656527805936,0.05894998933986388,0.09046206200525686
2,0.10122218418381812,0.06633344534864818,0.08678921643808361,0.08279955454314367
3,0.054335351223029654,0.07364930230713726,0.09083620237900215,0.10443274512254114
4,0.08185423574710418,0.055310916796779505,0.0795243112983073,0.06812575184238817
5,0.016842906122474077,0.03301731689290001,0.08420385859479006,0.10464136146081411
6,0.04535727109487274,0.08246919417453234,0.08750888075255119,0.09041465815479102
7,0.1071095899438253,0.12439258407336767,0.11867729866952038,0.11046642198183149
8,0.06465893952210627,0.026369249245427537,0.08378352215652497,0.0877165290050031
9,0.06525215596276841,0.07483957818290377,0.08720681879596227,0.1011908169618974
