,60,100,140,200
0,0.06682728352117466,0.059758450455187975,0.08930790195521618,0.09485053173550245
1,0.19464238341944606,0.1410327772583589,0.10848582593698183,0.053013538082347184
2,0.06614831515260476,0.05773919454398758,0.05190695182519366,0.027022523650462916
3,0.05089857173720967,0.06024000460941249,0.07485541428720749,0.044207515308612305
4,0.08030312141322413,0.08086304815049371,0.0718925330713361,0.03692319341789138
5,0.017831026899271997,0.05854593917713334,0.011657167207543069,0.012957649770083835
6,0.06167700806485958,0.05419111886880459,0.07967061163804634,0.07717088199243544
7,0.16596007479129515,0.1127435564530429,0.1111445473892453,0.08055509253098636
8,0.03944836057481702,0.04516552824765103,0.06549334289095807,0.056745965708253285
9,0.00467764024013629,0.053982956637641466,0.04469451521113009,0.0169418626313004
