R	U	V	W	X	Y
b3868	b0911	b1712 // b0912	b3261	b1988	b3495
b3868	b0911	b1712 // b0912	b3261	b1988	b4040
b3868	b0911	b1712 // b0912	b3261	b1988	b3118
b3868	b0911	b1712 // b0912	b3261	b1988	b0726
b3868	b0911	b1712 // b0912	b3261	b1988	b0937
b3868	b0911	b1712 // b0912	b3261	b1988	b3728
b3868	b0911	b1712 // b0912	b3261	b1988	b3727
b3868	b0911	b1712 // b0912	b3261	b1988	b4376
b3868	b0911	b1712 // b0912	b3261	b1988	b3405
b3868	b0911	b1712 // b0912	b3261	b1988	b0929
b3868	b0911	b1712 // b0912	b3261	b1988	b4076
b3868	b0911	b1712 // b0912	b3261	b1988	b4075
b3868	b0911	b1712 // b0912	b3261	b1988	b1223
b3868	b0911	b1712 // b0912	b3261	b1988	b3766
b3868	b0911	b1712 // b0912	b3261	b1988	b0139
b3868	b0911	b1712 // b0912	b3261	b1988	b0720
b3868	b0911	b1712 // b0912	b3261	b1988	b2975
b3868	b0911	b1712 // b0912	b3261	b1988	b3544
b3868	b0911	b1712 // b0912	b3261	b1988	b2764
b3868	b0911	b1712 // b0912	b3261	b1988	b4014
b3868	b0911	b1712 // b0912	b3261	b1988	b3212
b3868	b0911	b1712 // b0912	b3261	b1988	b3213
b3868	b0911	b1712 // b0912	b3261	b1988	b3214
b0889	b4704	b3357	b3512	b1988	b1593
b0889	b4704	b1130	b3512	b1988	b4599
b0889	b4704	b3357	b3512	b1988	b4299
b0889	b4704	b4401	b3512	b1988	b3820
b0889	b4704	b4401	b3512	b1988	b3712
b0889	b4704	b3357	b3512	b1988	b2236
b0889	b4704	b4401	b3512	b1988	b2181
b0889	b4704	b1130	b3512	b1988	b1501
b0889	b4704	b3357	b3512	b1988	b3092
b0889	b4704	b4401	b3512	b1988	b4040
b0889	b4704	b3357	b3512	b1988	b3707
b0889	b4704	b3357	b3512	b1988	b3709
b0889	b4704	b3357	b3512	b1988	b3708
b0889	b4704	b3357	b3512	b1988	b3118
b0889	b4704	b4401 // b3357	b3512	b1988	b0726
b0889	b4704	b3357	b3512	b1988	b2707
b0889	b4704	b3357	b3512	b1988	b3864
b0889	b4704	b4401 // b3357	b3512	b1988	b0721
b0889	b4704	b4401 // b1130	b3512	b1988	b1011
b0889	b4704	b4401	b3512	b1988	b3995
b0889	b4704	b3357	b3512	b1988	b3170
b0889	b4704	b4401	b3512	b1988	b1603
b0889	b4704	b4401	b3512	b1988	b3821
b0889	b4704	b4401	b3512	b1988	b1020
b0889	b4704	b4401 // b1921 // b3357	b3512	b1988	b4376
b0889	b4704	b4401	b3512	b1988	b1245
b0889	b4704	b4401	b3512	b1988	b1243
b0889	b4704	b1130	b3512	b1988	b0565
b0889	b4704	b3357	b3512	b1988	b3405
b0889	b4704	b3357	b3512	b1988	b0929
b0889	b4704	b3357	b3512	b1988	b0957
b0889	b4704	b3357	b3512	b1988	b3169
b0889	b4704	b3357	b3512	b1988	b0192
b0889	b4704	b3357	b3512	b1988	b3222
b0889	b4704	b3357	b3512	b1988	b3225
b0889	b4704	b3357	b3512	b1988	b0109
b0889	b4704	b4401	b3512	b1988	b0827
b0889	b4704	b3357	b3512	b1988	b2150
b0889	b4704	b3357	b3512	b1988	b2149
b0889	b4704	b3357	b3512	b1988	b3171
b0889	b4704	b1499 // b1921 // b3357	b3512	b1988	b3513
b0889	b4704	b3357	b3512	b1988	b1530
b0889	b4704	b3357	b3512	b1988	b1622
b0889	b4704	b3357	b3512	b1988	b1620
b0889	b4704	b3357	b3512	b1988	b3670
b0889	b4704	b4401	b3512	b1988	b1136
b0889	b4704	b3357	b3512	b1988	b4000
b0889	b4704	b3357	b3512	b1988	b0106
b0889	b4704	b3357	b3512	b1988	b4172
b0889	b4704	b4401 // b3357	b3512	b1988	b0720
b0889	b4704	b3357	b3512	b1988	b3926
b0889	b4704	b4401	b3512	b1988	b2975
b0889	b4704	b3357	b3512	b1988	b2905
b0889	b4704	b4401 // b3357	b3512	b1988	b2094
b0889	b4704	b4401 // b3357	b3512	b1988	b3516
b0889	b4704	b3357	b3512	b1988	b2800
b0889	b4704	b3357	b3512	b1988	b1385
b0889	b4704	b3357	b3512	b1988	b3093
b0889	b4704	b4401	b3512	b1988	b3544
b0889	b4704	b3357	b3512	b1988	b1189
b0889	b4704	b4401	b3512	b1988	b0733
b0889	b4704	b4401	b3512	b1988	b4208
b0889	b4704	b3357	b3512	b1988	b2535
b0889	b4704	b4401 // b3357	b3512	b1988	b2659
b0889	b4704	b3357	b3512	b1988	b4213
b0889	b4704	b3357	b3512	b1988	b0034
b0889	b4704	b1130	b3512	b1988	b0557
b0889	b4704	b3357	b3512	b1988	b3721
b0889	b4704	b3357	b3512	b1988	b1901
b0889	b4704	b3357	b3512	b1988	b2841
b0889	b4704	b3357	b3512	b1988	b2957
b0889	b4704	b3357	b3512	b1988	b0110
