R	U	V	W	X	Y
b3357	b0911	b1712 // b0912	b3261	b0683	b1679
b3357	b0911	b1712 // b0912	b3261	b0683	b1680
b3357	b0911	b1712 // b0912	b3261	b0683	b1681
b3357	b0911	b1712 // b0912	b3261	b0683	b1682
b3357	b0911	b1712 // b0912	b3261	b0683	b1683
b3357	b0911	b1712 // b0912	b3261	b0683	b1684
b3357	b0911	b1712 // b0912	b3261	b0683	b3212
b3357	b0911	b1712 // b0912	b3261	b0683	b3213
b3357	b0911	b1712 // b0912	b3261	b0683	b3214
b3357	b0911	b1712 // b0912	b3261	b0683	b1334
b3357	b0911	b1712 // b0912	b3261	b0683	b1109
b3357	b0911	b1712 // b0912	b3261	b0683	b0929
b3357	b0911	b1712 // b0912	b3261	b0683	b3908
b3357	b0911	b1712 // b0912	b3261	b0683	b1891
b3357	b0911	b1712 // b0912	b3261	b0683	b1892
b3357	b0911	b1712 // b0912	b3261	b0683	b0726
b3357	b0911	b1712 // b0912	b3261	b0683	b0727
b3357	b0911	b1712 // b0912	b3261	b0683	b0728
b3357	b0911	b1712 // b0912	b3261	b0683	b0729
b3961	b0080	b3261	b3357	b0683	b2579
b3961	b0080	b3261	b3357	b0683	b1109
b3961	b0080	b3261	b3357	b0683	b3123
b3961	b0080	b3261	b3357	b0683	b1732
b3961	b0080	b3261	b3357	b0683	b4122
b3961	b3261	b0080	b3357	b0683	b1852
b4062	b3512	b4178	b0889	b0683	b1679
b4062	b3512	b4178	b0889	b0683	b1680
b4062	b3512	b4178	b0889	b0683	b1681
b4062	b3512	b4178	b0889	b0683	b1682
b4062	b3512	b4178	b0889	b0683	b1683
b4062	b3512	b4178	b0889	b0683	b1684
b4062	b3512	b4178	b0889	b0683	b1109
b4062	b3512	b4443	b0889	b0683	b1243
b4062	b3512	b4443	b0889	b0683	b1244
b4062	b3512	b4443	b0889	b0683	b1245
b4062	b3512	b4443	b0889	b0683	b1246
b4062	b3512	b4443	b0889	b0683	b1247
b4062	b3512	b1954	b0889	b0683	b2741
b4062	b3512	b4178	b0889	b0683	b2552
b4062	b1954	b4178	b0889	b0683	b1679
b4062	b1954	b4178	b0889	b0683	b1680
b4062	b1954	b4178	b0889	b0683	b1681
b4062	b1954	b4178	b0889	b0683	b1682
b4062	b1954	b4178	b0889	b0683	b1683
b4062	b1954	b4178	b0889	b0683	b1684
b4062	b1954	b3512 // b3237	b0889	b0683	b3212
b4062	b1954	b3512 // b3237	b0889	b0683	b3213
b4062	b1954	b3512 // b3237	b0889	b0683	b3214
b4062	b1954	b3512	b0889	b0683	b2029
b4062	b1954	b4178	b0889	b0683	b1109
b4062	b1954	b4443	b0889	b0683	b1243
b4062	b1954	b4443	b0889	b0683	b1244
b4062	b1954	b4443	b0889	b0683	b1245
b4062	b1954	b4443	b0889	b0683	b1246
b4062	b1954	b4443	b0889	b0683	b1247
b4062	b1954	b3512	b0889	b0683	b0428
b4062	b1954	b3512	b0889	b0683	b0429
b4062	b1954	b3512	b0889	b0683	b0430
b4062	b1954	b3512	b0889	b0683	b0431
b4062	b1954	b3512	b0889	b0683	b0432
b4062	b1954	b4178	b0889	b0683	b2552
b4062	b4443	b4178	b0889	b0683	b1679
b4062	b4443	b4178	b0889	b0683	b1680
b4062	b4443	b4178	b0889	b0683	b1681
b4062	b4443	b4178	b0889	b0683	b1682
b4062	b4443	b4178	b0889	b0683	b1683
b4062	b4443	b4178	b0889	b0683	b1684
b4062	b4443	b3512 // b3237	b0889	b0683	b3212
b4062	b4443	b3512 // b3237	b0889	b0683	b3213
b4062	b4443	b3512 // b3237	b0889	b0683	b3214
b4062	b4443	b3512	b0889	b0683	b2029
b4062	b4443	b4178	b0889	b0683	b1109
b4062	b4443	b1237	b0889	b0683	b3123
b4062	b4443	b1237	b0889	b0683	b3124
b4062	b4443	b1237	b0889	b0683	b3125
b4062	b4443	b1237	b0889	b0683	b3126
b4062	b4443	b1237	b0889	b0683	b3127
