Cause	Effect	Regulators	Mediators
b3357	b1226		b3261
b3357	b1227		b3261
b3357	b1182		b3261
b3357	b1109		b3261
b3357	b0972		b3261
b3357	b0973		b3261
b3357	b0974		b3261
b3357	b0975		b3261
b3357	b0976		b3261
b3357	b0977		b3261
b3357	b0945		b3261
b3357	b0903		b3261
b3357	b0894		b3261
b3357	b0895		b3261
b3357	b0896		b3261
b3357	b0536		b3261
b3357	b0205		b3261
b3357	b0204		b3261
b3357	b0203		b3261
b3357	b0202		b3261
b3357	b0201		b3261
b3357	b3164		b3261
b3357	b3165		b3261
b3357	b3166		b3261
b3357	b3167		b3261
b3357	b3168		b3261
b3357	b3169		b3261
b3357	b3170		b3261
b3357	b3171		b3261
b3357	b3221		b3261
b3357	b3222		b3261
b3357	b3223		b3261
b3357	b3224		b3261
b3357	b3225		b3261
b3357	b3260		b3261
b3357	b3272		b3261
b3357	b3273		b3261
b3357	b3274		b3261
b3357	b3275		b3261
b3357	b3276		b3261
b3357	b3277		b3261
b3357	b3278		b3261
b3357	b3365	b0080	b3261
b3357	b3366	b0080	b3261
b3357	b3367	b0080	b3261
b3357	b3368	b0080	b3261
b3357	b3516		b3261
b3357	b3517		b3261
b3357	b3545		b3261
b3357	b3566		b3261
b3357	b3567		b3261
b3357	b3568		b3261
b3357	b3569		b3261
b3357	b3588		b3261
b3357	b3599	b0080	b3261
b3357	b3600	b0080	b3261
b3357	b3601	b0080	b3261
b3357	b3699		b3261
b3357	b3721		b3261
b3357	b3722		b3261
b3357	b3723		b3261
b3357	b3759		b3261
b3357	b3758		b3261
b3357	b3757		b3261
b3357	b3756		b3261
b3357	b3796		b3261
b3357	b3797		b3261
b3357	b3798		b3261
b3357	b3799		b3261
b3357	b3845		b3261
b3357	b3846		b3261
b3357	b3855		b3261
b3357	b3854		b3261
b3357	b3853		b3261
b3357	b3852		b3261
b3357	b3851		b3261
b3357	b3965		b3261
b3357	b3971		b3261
b3357	b3970		b3261
b3357	b3969		b3261
b3357	b3968		b3261
b3357	b3980		b3261
b3357	b3976		b3261
b3357	b3977		b3261
b3357	b3978		b3261
b3357	b3979		b3261
b3357	b4000		b3261
b3357	b4010		b3261
b3357	b4009		b3261
b3357	b4008		b3261
b3357	b4007		b3261
b3357	NIL		b3261
b3357	b4032		b3261
b3357	b4033		b3261
b3357	b4034		b3261
b3357	b4067		b3261
b3357	b4068		b3261
b3357	b4069		b3261
b3357	b4070		b3261
b3357	b4071		b3261
b3357	b4072		b3261
b3357	b4073		b3261
b3357	b4074		b3261
b3357	b4075		b3261
b3357	b4076		b3261
b3357	b4111		b3261
b3357	b4122		b3261
b3357	b4134		b3261
b3357	b4219		b3261
b3357	b4270		b3261
b3357	b4368		b3261
b3357	b4369		b3261
b3357	b4370		b3261
b3357	b4376		b3261
b3357	b0244		b3261
b3357	b1101		b3261
b3357	b0664		b3261
b3357	b0665		b3261
b3357	b0666		b3261
b3357	b0668		b3261
b3357	b0670		b3261
b3357	b0672		b3261
b3357	b0673		b3261
b3357	b0440		b3261
b3357	b0405		b3261
b3357	b0216		b3261
b3357	b0118	b0080	b3261
b3357	b0116	b0080	b3261
b3357	b0032		b3261
b3357	b0033		b3261
b3357	b0049		b3261
b3357	b0050		b3261
b3357	b0051		b3261
b3357	b0052		b3261
b3357	b0743		b3261
b3357	b0744		b3261
b3357	b0745		b3261
b3357	b0971		b3261
b3357	b1223		b3261
b3357	b4381		b3261
b3357	b4382		b3261
b3357	b4383		b3261
b3357	b4384		b3261
b3357	b2781		b2782
b3357	b2783		b2782
b3357	b2781		b2783
b3357	b2782		b2783
b3357	b2436		b3961
b3357	b2266		b3961
b3357	b4567		b3961
b3357	b3829		b3961
b3357	b3828		b3961
b3357	b1973		b3961
b3357	b1857		b3961
b3357	b1859		b3961
b3357	b1858		b3961
b3357	b1203		b3961
b3357	b0871	b0080	b3961
b3357	b0872		b3961
b3357	b0873		b3961
b3357	b4458		b3961
b3357	b0853		b3961
b3357	b0852		b3961
b3357	b0851		b3961
b3357	b0850		b3961
b3357	b4321		b3961
b3357	b4323		b3961
b3357	b4322		b3961
b3357	b0604		b3961
b3357	b2392		b3961
b3357	b4367		b3961
b3357	b3500		b3961
b3357	b4637		b3961
b3357	b0683		b3961
b3357	b2582		b3961
b3357	b4435		b3961
b3357	b2000		b3961
b3357	b1679		b3961
b3357	b1680		b3961
b3357	b1681		b3961
b3357	b1682		b3961
b3357	b1683		b3961
b3357	b1684		b3961
b3357	b0812	b3261	b3961
b3357	b0605		b3961
b3357	b0606		b3961
b3357	b3518		b3961
b3357	b0849		b3961
b3357	b3942		b3961
b3357	b0475		b3961
b3357	b1497		b0676
b3357	b1498		b0676
b3357	b3410		b0676
b3357	b3408		b0676
b3357	b3409		b0676
b3357	b2462		b0676
b3357	b2461		b0676
b3357	b2460		b0676
b3357	b2459		b0676
b3357	b2458		b0676
b3357	b2457		b0676
b3357	b1501		b0676
b3357	b1061		b0676
b3357	b4397		b0676
b3357	b4398		b0676
b3357	b4399		b0676
b3357	b4400		b0676
b3357	b2415	b0080	b0676
b3357	b2416	b0080	b0676
b3357	b2417	b0080	b0676
b3357	NIL		b0676
b3357	b0682		b0676
b3357	b0681		b0676
b3357	b2943		b0676
b3357	b4312		b0676
b3357	b0679		b0676
b3357	b4309		b0676
b3357	b4310		b0676
b3357	b4311		b0676
b3357	b1817	b0080	b0676
b3357	b1818	b0080	b0676
b3357	b1819	b0080	b0676
b3357	b3729		b0676
b3357	b3730		b0676
b3357	b1733		b0676
b3357	b1734		b0676
b3357	b1735		b0676
b3357	b1736		b0676
b3357	b1737		b0676
b3357	b1738		b0676
b3357	b0675		b0676
b3357	b0677		b0676
b3357	b0678		b0676
b3357	b4119		b4118
b3357	b4120		b4118
