R	U	V	W	X	Y
b1988	b4062	b3961	b0683	b1422	b4435
b1988	b4062	b3961	b0683	b1422	b2000
b1988	b4451	b3961	b0683	b1422	b4435
b1988	b4451	b3961	b0683	b1422	b2000
