,30,60,100,140,200
0,1.3397162134868807,1.416875015178178,0.20180586021803038,0.2602415934939444,1.437911939856079
1,1.4580223840796975,2.4242709289205635,0.01617066794051425,0.8915794429787951,0.5478072227653143
2,0.3976667664268865,3.3601415861771144,0.324813184815298,1.5358079113026122,1.582745572799503
3,3.16887688323245,0.9574157912970378,1.3178520590353173,2.003918582684527,1.3997886114066915
4,1.7605813110301511,1.5137700867563488,1.8535819400543723,2.786018238451824,2.1705937550415157
5,1.4165679252752987,0.9004359077598352,0.4678530976062607,0.6385190938557281,0.002433444291499276
6,0.20452482126781035,1.123000046114825,0.7200711385763867,0.30372004748635106,1.4659302865708028
7,0.25152313478690436,0.09249350300189008,0.3506149374047709,0.9818193778242801,0.34903703363596605
8,2.7762146699360315,1.0110253999757832,1.2113649834629179,6.362885992484024,3.0778999155027122
9,0.33064732541543185,2.8348450800579457,2.557926761040761,2.2635875474343834,1.9268809097703183
